"BilledCost","BillingAccountId","BillingCurrency","BillingPeriodEnd","BillingPeriodStart","ChargeCategory","InvoiceDetailCreated","InvoiceDetailDescription","InvoiceDetailGrain","InvoiceDetailId","InvoiceDetailLastUpdated","InvoiceId","InvoiceIssueDate","InvoiceIssueStatus","InvoiceIssuerName","PaymentCurrency","PaymentCurrencyBilledCost","PaymentCurrencyInvoiceDetailId","PaymentDueDate","PaymentTerms","PurchaseOrderNumber","ReferenceInvoiceId"
4175.751543,"billingaccount-700896","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-14T00:00:00Z","InvoiceDetailDescription 8411","{}","invoicedetail-454233","2024-10-06T00:00:00Z","invoice-919304","2024-10-02T00:00:00Z","Issued","AWS","USD",4752.275484,"invoicedetail-454233","2024-10-10T00:00:00Z","Due on receipt","PO-974180","referenceinvoice-735132"
6672.207449,"billingaccount-256219","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-27T00:00:00Z","InvoiceDetailDescription 2463","{}","invoicedetail-938663","2024-10-09T00:00:00Z","invoice-755119","2024-10-05T00:00:00Z","Voided","Microsoft","USD",6235.89474,"invoicedetail-938663","2024-10-26T00:00:00Z","Net 60","PO-344131","referenceinvoice-514603"
2773.750994,"billingaccount-192830","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-14T00:00:00Z","InvoiceDetailDescription 1406","{}","invoicedetail-699780","2024-10-01T00:00:00Z","invoice-760717","2024-10-05T00:00:00Z","Voided","Google","USD",3088.480797,"invoicedetail-699780","2024-11-04T00:00:00Z","Due on receipt","PO-229794","referenceinvoice-775192"
7576.151643,"billingaccount-697944","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-25T00:00:00Z","InvoiceDetailDescription 4103","{}","invoicedetail-887017","2024-10-10T00:00:00Z","invoice-598949","2024-10-06T00:00:00Z","Voided","AWS","USD",8968.642802,"invoicedetail-887017","2024-10-31T00:00:00Z","Net 30","PO-790229","referenceinvoice-657695"
8296.905511,"billingaccount-979668","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-31T00:00:00Z","InvoiceDetailDescription 8278","{}","invoicedetail-188759","2024-10-05T00:00:00Z","invoice-946118","2024-10-03T00:00:00Z","Voided","Microsoft","USD",6068.548211,"invoicedetail-188759","2024-10-17T00:00:00Z","Net 60","PO-717499","referenceinvoice-147168"
4149.364235,"billingaccount-653545","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-31T00:00:00Z","InvoiceDetailDescription 7258","{}","invoicedetail-369670","2024-10-06T00:00:00Z","invoice-195446","2024-10-05T00:00:00Z","Open","Oracle","USD",9797.861136,"invoicedetail-369670","2024-10-17T00:00:00Z","Due on receipt","PO-276324","referenceinvoice-399212"
3067.942184,"billingaccount-527060","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-26T00:00:00Z","InvoiceDetailDescription 1965","{}","invoicedetail-744324","2024-10-05T00:00:00Z","invoice-441092","2024-10-02T00:00:00Z","Open","Microsoft","USD",271.711924,"invoicedetail-744324","2024-10-13T00:00:00Z","Net 30","PO-412501","referenceinvoice-508881"
2579.3429,"billingaccount-967949","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Usage","2024-08-21T00:00:00Z","InvoiceDetailDescription 1849","{}","invoicedetail-312398","2024-10-03T00:00:00Z","invoice-351262","2024-10-05T00:00:00Z","Voided","AWS","USD",5860.290768,"invoicedetail-312398","2024-10-22T00:00:00Z","Net 60","PO-633328","referenceinvoice-888938"
4648.235332,"billingaccount-526850","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Usage","2024-08-28T00:00:00Z","InvoiceDetailDescription 8932","{}","invoicedetail-130310","2024-10-05T00:00:00Z","invoice-527288","2024-10-02T00:00:00Z","Voided","Oracle","USD",2337.404558,"invoicedetail-130310","2024-10-19T00:00:00Z","Net 30","PO-382234","referenceinvoice-680990"
5682.456375,"billingaccount-567646","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Usage","2024-08-24T00:00:00Z","InvoiceDetailDescription 9199","{}","invoicedetail-313340","2024-10-09T00:00:00Z","invoice-920910","2024-10-03T00:00:00Z","Open","AWS","USD",3733.052205,"invoicedetail-313340","2024-10-19T00:00:00Z","Net 30","PO-920011","referenceinvoice-357070"
8126.437177,"billingaccount-969659","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-14T00:00:00Z","InvoiceDetailDescription 5739","{}","invoicedetail-784781","2024-10-08T00:00:00Z","invoice-275512","2024-10-02T00:00:00Z","Open","Oracle","USD",601.750309,"invoicedetail-784781","2024-10-09T00:00:00Z","Net 60","PO-386578","referenceinvoice-726909"
8406.841942,"billingaccount-394976","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Usage","2024-08-19T00:00:00Z","InvoiceDetailDescription 3644","{}","invoicedetail-875089","2024-10-06T00:00:00Z","invoice-660033","2024-10-03T00:00:00Z","Voided","Google","USD",699.352197,"invoicedetail-875089","2024-10-28T00:00:00Z","Net 30","PO-514507","referenceinvoice-832356"
2108.501763,"billingaccount-629342","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-27T00:00:00Z","InvoiceDetailDescription 6613","{}","invoicedetail-766023","2024-10-09T00:00:00Z","invoice-374056","2024-10-04T00:00:00Z","Voided","AWS","USD",4527.180811,"invoicedetail-766023","2024-10-24T00:00:00Z","Net 30","PO-794447","referenceinvoice-437262"
158.746162,"billingaccount-825452","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-25T00:00:00Z","InvoiceDetailDescription 1033","{}","invoicedetail-738359","2024-10-08T00:00:00Z","invoice-599676","2024-10-06T00:00:00Z","Open","Google","USD",9014.44994,"invoicedetail-738359","2024-10-23T00:00:00Z","Due on receipt","PO-281965","referenceinvoice-533232"
6512.664711,"billingaccount-664814","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Usage","2024-08-19T00:00:00Z","InvoiceDetailDescription 8293","{}","invoicedetail-804900","2024-10-09T00:00:00Z","invoice-229410","2024-10-02T00:00:00Z","Issued","Oracle","USD",9720.390276,"invoicedetail-804900","2024-10-29T00:00:00Z","Net 60","PO-967661","referenceinvoice-730520"
4626.925317,"billingaccount-302365","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-19T00:00:00Z","InvoiceDetailDescription 1153","{}","invoicedetail-332281","2024-10-03T00:00:00Z","invoice-879243","2024-10-02T00:00:00Z","Open","Google","USD",7584.209985,"invoicedetail-332281","2024-10-12T00:00:00Z","Due on receipt","PO-843647","referenceinvoice-475202"
2211.476805,"billingaccount-617795","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-29T00:00:00Z","InvoiceDetailDescription 1602","{}","invoicedetail-394394","2024-10-10T00:00:00Z","invoice-616777","2024-10-04T00:00:00Z","Voided","Microsoft","USD",7069.680065,"invoicedetail-394394","2024-11-02T00:00:00Z","Net 30","PO-107482","referenceinvoice-305611"
4940.113214,"billingaccount-678588","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-28T00:00:00Z","InvoiceDetailDescription 3875","{}","invoicedetail-168535","2024-10-05T00:00:00Z","invoice-716735","2024-10-06T00:00:00Z","Open","Oracle","USD",7459.734385,"invoicedetail-168535","2024-10-29T00:00:00Z","Net 30","PO-372235","referenceinvoice-697586"
231.17505,"billingaccount-826648","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-15T00:00:00Z","InvoiceDetailDescription 5143","{}","invoicedetail-813745","2024-10-05T00:00:00Z","invoice-687324","2024-10-03T00:00:00Z","Issued","Microsoft","USD",19.549648,"invoicedetail-813745","2024-10-31T00:00:00Z","Net 60","PO-772101","referenceinvoice-805796"
1217.176965,"billingaccount-643471","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-21T00:00:00Z","InvoiceDetailDescription 9119","{}","invoicedetail-479030","2024-10-07T00:00:00Z","invoice-642383","2024-10-05T00:00:00Z","Open","AWS","USD",8838.024417,"invoicedetail-479030","2024-10-20T00:00:00Z","Net 30","PO-149246","referenceinvoice-391433"
3918.588847,"billingaccount-450964","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Usage","2024-08-14T00:00:00Z","InvoiceDetailDescription 1415","{}","invoicedetail-873266","2024-10-08T00:00:00Z","invoice-336588","2024-10-04T00:00:00Z","Voided","Oracle","USD",4238.202569,"invoicedetail-873266","2024-10-11T00:00:00Z","Net 30","PO-362127","referenceinvoice-306440"
6252.94701,"billingaccount-129226","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-21T00:00:00Z","InvoiceDetailDescription 8077","{}","invoicedetail-947311","2024-10-05T00:00:00Z","invoice-125190","2024-10-02T00:00:00Z","Voided","Microsoft","USD",7972.209053,"invoicedetail-947311","2024-10-29T00:00:00Z","Net 60","PO-981336","referenceinvoice-362573"
8325.175125,"billingaccount-961545","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-28T00:00:00Z","InvoiceDetailDescription 9514","{}","invoicedetail-932685","2024-10-08T00:00:00Z","invoice-348243","2024-10-03T00:00:00Z","Open","Microsoft","USD",7757.494718,"invoicedetail-932685","2024-10-20T00:00:00Z","Due on receipt","PO-559831","referenceinvoice-901215"
9745.255788,"billingaccount-134963","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-17T00:00:00Z","InvoiceDetailDescription 6132","{}","invoicedetail-988869","2024-10-10T00:00:00Z","invoice-827044","2024-10-02T00:00:00Z","Open","AWS","USD",7826.462398,"invoicedetail-988869","2024-10-11T00:00:00Z","Net 30","PO-941363","referenceinvoice-563385"
1018.275818,"billingaccount-158500","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-22T00:00:00Z","InvoiceDetailDescription 1855","{}","invoicedetail-409242","2024-10-10T00:00:00Z","invoice-991215","2024-10-05T00:00:00Z","Issued","AWS","USD",4016.83063,"invoicedetail-409242","2024-10-14T00:00:00Z","Due on receipt","PO-888490","referenceinvoice-531077"
4534.112467,"billingaccount-586758","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-12T00:00:00Z","InvoiceDetailDescription 2659","{}","invoicedetail-456113","2024-10-11T00:00:00Z","invoice-782540","2024-10-06T00:00:00Z","Voided","Microsoft","USD",7829.291375,"invoicedetail-456113","2024-10-13T00:00:00Z","Net 60","PO-642337","referenceinvoice-444136"
7132.993942,"billingaccount-721686","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-28T00:00:00Z","InvoiceDetailDescription 3064","{}","invoicedetail-768324","2024-10-02T00:00:00Z","invoice-633618","2024-10-02T00:00:00Z","Issued","Microsoft","USD",3553.912149,"invoicedetail-768324","2024-10-28T00:00:00Z","Net 60","PO-859822","referenceinvoice-751009"
604.911829,"billingaccount-426806","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-26T00:00:00Z","InvoiceDetailDescription 8140","{}","invoicedetail-638051","2024-10-04T00:00:00Z","invoice-783362","2024-10-03T00:00:00Z","Issued","Oracle","USD",3111.882402,"invoicedetail-638051","2024-10-11T00:00:00Z","Due on receipt","PO-913166","referenceinvoice-252698"
2910.639448,"billingaccount-108474","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-16T00:00:00Z","InvoiceDetailDescription 3369","{}","invoicedetail-160101","2024-10-05T00:00:00Z","invoice-348918","2024-10-06T00:00:00Z","Voided","Microsoft","USD",8191.83788,"invoicedetail-160101","2024-10-23T00:00:00Z","Due on receipt","PO-157259","referenceinvoice-542563"
3415.519237,"billingaccount-800302","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-25T00:00:00Z","InvoiceDetailDescription 8657","{}","invoicedetail-728896","2024-10-04T00:00:00Z","invoice-826048","2024-10-03T00:00:00Z","Issued","Google","USD",8520.086823,"invoicedetail-728896","2024-10-12T00:00:00Z","Due on receipt","PO-451965","referenceinvoice-746030"
4543.02094,"billingaccount-927527","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Usage","2024-08-18T00:00:00Z","InvoiceDetailDescription 9125","{}","invoicedetail-330063","2024-10-06T00:00:00Z","invoice-103876","2024-10-03T00:00:00Z","Voided","Google","USD",2230.250887,"invoicedetail-330063","2024-10-13T00:00:00Z","Net 30","PO-589199","referenceinvoice-754227"
3759.118036,"billingaccount-519758","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-24T00:00:00Z","InvoiceDetailDescription 1110","{}","invoicedetail-480441","2024-10-08T00:00:00Z","invoice-110372","2024-10-04T00:00:00Z","Open","Microsoft","USD",3578.866648,"invoicedetail-480441","2024-11-03T00:00:00Z","Due on receipt","PO-220784","referenceinvoice-249319"
439.048259,"billingaccount-131127","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-17T00:00:00Z","InvoiceDetailDescription 4241","{}","invoicedetail-397901","2024-10-04T00:00:00Z","invoice-282605","2024-10-06T00:00:00Z","Open","Google","USD",8853.822296,"invoicedetail-397901","2024-10-24T00:00:00Z","Due on receipt","PO-282750","referenceinvoice-456324"
8428.814207,"billingaccount-206105","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Usage","2024-08-26T00:00:00Z","InvoiceDetailDescription 3248","{}","invoicedetail-497329","2024-10-04T00:00:00Z","invoice-786680","2024-10-02T00:00:00Z","Open","Microsoft","USD",3383.832793,"invoicedetail-497329","2024-10-14T00:00:00Z","Net 30","PO-419891","referenceinvoice-578364"
9771.01846,"billingaccount-753476","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-20T00:00:00Z","InvoiceDetailDescription 2071","{}","invoicedetail-224249","2024-10-06T00:00:00Z","invoice-251448","2024-10-03T00:00:00Z","Open","Microsoft","USD",7948.981165,"invoicedetail-224249","2024-10-26T00:00:00Z","Net 30","PO-658424","referenceinvoice-496566"
2445.496389,"billingaccount-148439","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-21T00:00:00Z","InvoiceDetailDescription 4098","{}","invoicedetail-995940","2024-10-10T00:00:00Z","invoice-661479","2024-10-05T00:00:00Z","Issued","Google","USD",7895.877894,"invoicedetail-995940","2024-11-01T00:00:00Z","Net 60","PO-359178","referenceinvoice-155846"
2092.375735,"billingaccount-185362","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-27T00:00:00Z","InvoiceDetailDescription 2062","{}","invoicedetail-275566","2024-10-09T00:00:00Z","invoice-633320","2024-10-06T00:00:00Z","Issued","Google","USD",7513.08038,"invoicedetail-275566","2024-10-28T00:00:00Z","Due on receipt","PO-887623","referenceinvoice-633891"
3218.231329,"billingaccount-492040","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-16T00:00:00Z","InvoiceDetailDescription 8918","{}","invoicedetail-850413","2024-10-09T00:00:00Z","invoice-618827","2024-10-05T00:00:00Z","Issued","Google","USD",2683.354585,"invoicedetail-850413","2024-10-17T00:00:00Z","Net 60","PO-769102","referenceinvoice-929029"
8631.682637,"billingaccount-515131","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-25T00:00:00Z","InvoiceDetailDescription 6013","{}","invoicedetail-545668","2024-10-04T00:00:00Z","invoice-495400","2024-10-03T00:00:00Z","Voided","AWS","USD",1572.093363,"invoicedetail-545668","2024-10-24T00:00:00Z","Net 60","PO-366893","referenceinvoice-677295"
5188.207206,"billingaccount-341358","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-27T00:00:00Z","InvoiceDetailDescription 1674","{}","invoicedetail-587853","2024-10-02T00:00:00Z","invoice-637145","2024-10-04T00:00:00Z","Voided","AWS","USD",3363.739805,"invoicedetail-587853","2024-10-25T00:00:00Z","Net 60","PO-590262","referenceinvoice-553515"
3823.709266,"billingaccount-288288","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-20T00:00:00Z","InvoiceDetailDescription 4830","{}","invoicedetail-378527","2024-10-08T00:00:00Z","invoice-776703","2024-10-04T00:00:00Z","Open","Oracle","USD",3590.929352,"invoicedetail-378527","2024-10-19T00:00:00Z","Net 30","PO-408824","referenceinvoice-983533"
713.486773,"billingaccount-140140","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-23T00:00:00Z","InvoiceDetailDescription 4281","{}","invoicedetail-449970","2024-10-04T00:00:00Z","invoice-306198","2024-10-02T00:00:00Z","Voided","AWS","USD",3292.412926,"invoicedetail-449970","2024-10-12T00:00:00Z","Net 60","PO-881410","referenceinvoice-955181"
7398.210059,"billingaccount-373820","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Usage","2024-08-25T00:00:00Z","InvoiceDetailDescription 5906","{}","invoicedetail-395536","2024-10-10T00:00:00Z","invoice-962253","2024-10-03T00:00:00Z","Issued","Google","USD",7831.282541,"invoicedetail-395536","2024-11-01T00:00:00Z","Net 60","PO-525468","referenceinvoice-961784"
8654.661208,"billingaccount-338633","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-16T00:00:00Z","InvoiceDetailDescription 4438","{}","invoicedetail-597484","2024-10-11T00:00:00Z","invoice-345076","2024-10-06T00:00:00Z","Voided","AWS","USD",5870.036392,"invoicedetail-597484","2024-10-17T00:00:00Z","Due on receipt","PO-894423","referenceinvoice-591507"
4287.929741,"billingaccount-831844","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-21T00:00:00Z","InvoiceDetailDescription 4433","{}","invoicedetail-559990","2024-10-02T00:00:00Z","invoice-571829","2024-10-04T00:00:00Z","Voided","Oracle","USD",301.040737,"invoicedetail-559990","2024-10-17T00:00:00Z","Net 30","PO-705561","referenceinvoice-234580"
2254.906402,"billingaccount-546399","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-31T00:00:00Z","InvoiceDetailDescription 9808","{}","invoicedetail-414192","2024-10-08T00:00:00Z","invoice-441919","2024-10-04T00:00:00Z","Voided","Google","USD",232.398403,"invoicedetail-414192","2024-10-21T00:00:00Z","Net 30","PO-245893","referenceinvoice-261156"
5738.787343,"billingaccount-509873","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-13T00:00:00Z","InvoiceDetailDescription 4345","{}","invoicedetail-509611","2024-10-11T00:00:00Z","invoice-166803","2024-10-06T00:00:00Z","Voided","Google","USD",3864.338412,"invoicedetail-509611","2024-11-01T00:00:00Z","Net 60","PO-213915","referenceinvoice-444815"
6748.855379,"billingaccount-286264","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Usage","2024-08-22T00:00:00Z","InvoiceDetailDescription 9005","{}","invoicedetail-128142","2024-10-02T00:00:00Z","invoice-295760","2024-10-03T00:00:00Z","Open","Oracle","USD",694.910356,"invoicedetail-128142","2024-10-13T00:00:00Z","Net 60","PO-397604","referenceinvoice-315893"
4546.636869,"billingaccount-486559","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-22T00:00:00Z","InvoiceDetailDescription 1180","{}","invoicedetail-280172","2024-10-11T00:00:00Z","invoice-442645","2024-10-06T00:00:00Z","Issued","Microsoft","USD",3911.05273,"invoicedetail-280172","2024-10-15T00:00:00Z","Net 30","PO-235410","referenceinvoice-662511"
1299.322834,"billingaccount-315667","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-16T00:00:00Z","InvoiceDetailDescription 8081","{}","invoicedetail-957626","2024-10-02T00:00:00Z","invoice-844144","2024-10-05T00:00:00Z","Voided","Oracle","USD",4747.800243,"invoicedetail-957626","2024-10-18T00:00:00Z","Due on receipt","PO-703027","referenceinvoice-425387"
2017.027289,"billingaccount-249623","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-15T00:00:00Z","InvoiceDetailDescription 2048","{}","invoicedetail-964637","2024-10-11T00:00:00Z","invoice-518630","2024-10-05T00:00:00Z","Voided","Microsoft","USD",8075.658325,"invoicedetail-964637","2024-10-20T00:00:00Z","Due on receipt","PO-444867","referenceinvoice-696879"
7372.907109,"billingaccount-401897","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-17T00:00:00Z","InvoiceDetailDescription 6681","{}","invoicedetail-834335","2024-10-08T00:00:00Z","invoice-983571","2024-10-06T00:00:00Z","Voided","Oracle","USD",7923.467852,"invoicedetail-834335","2024-10-14T00:00:00Z","Net 60","PO-742805","referenceinvoice-963428"
7332.439529,"billingaccount-580067","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-18T00:00:00Z","InvoiceDetailDescription 4005","{}","invoicedetail-832453","2024-10-04T00:00:00Z","invoice-696236","2024-10-03T00:00:00Z","Open","Microsoft","USD",3935.513176,"invoicedetail-832453","2024-10-29T00:00:00Z","Net 30","PO-351338","referenceinvoice-265603"
